campaign_id,client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
240,239,213,3,999,0,,0,2022-05-2
241,240,238,2,999,0,,0,2022-05-10
242,241,124,1,999,0,,0,2022-05-4
243,242,18,1,999,0,,0,2022-05-2
244,243,730,2,999,0,,0,2022-05-17
245,244,40,1,999,0,,0,2022-05-11
246,245,181,2,999,0,,0,2022-05-16
247,246,79,1,999,0,,0,2022-05-20
248,247,142,2,999,0,,0,2022-05-6
249,248,389,1,999,0,,0,2022-05-10
250,249,702,1,999,0,,0,2022-05-24
251,250,151,1,999,0,,0,2022-05-23
252,251,211,1,999,0,,0,2022-05-7
253,252,117,1,999,0,,0,2022-05-26
254,253,232,3,999,0,,0,2022-05-24
255,254,408,2,999,0,,0,2022-05-8
256,255,370,3,999,0,,0,2022-05-15
257,256,179,2,999,0,,0,2022-05-6
258,257,46,1,999,0,,0,2022-05-1
259,258,200,1,999,0,,0,2022-05-22
260,259,50,1,999,0,,0,2022-05-4
261,260,181,1,999,0,,0,2022-05-7
262,261,119,1,999,0,,0,2022-05-26
263,262,361,1,999,0,,0,2022-05-17
264,263,73,3,999,0,,0,2022-05-16
265,264,67,2,999,0,,0,2022-05-24
266,265,350,1,999,0,,0,2022-05-10
267,266,150,2,999,0,,0,2022-05-18
268,267,332,2,999,0,,0,2022-05-9
269,268,611,2,999,0,,0,2022-05-13
270,269,58,3,999,0,,0,2022-05-25
271,270,151,1,999,0,,0,2022-05-26
272,271,89,2,999,0,,0,2022-05-10
273,272,152,1,999,0,,0,2022-05-5
274,273,611,2,999,0,,0,2022-05-25
275,274,110,2,999,0,,0,2022-05-28
276,275,463,1,999,0,,0,2022-05-16
277,276,962,1,999,0,,0,2022-05-8
278,277,102,2,999,0,,0,2022-05-22
279,278,10,4,999,0,,0,2022-05-4
280,279,118,3,999,0,,0,2022-05-31
281,280,92,2,999,0,,0,2022-05-4
282,281,143,3,999,0,,0,2022-05-10
283,282,189,3,999,0,,0,2022-05-9
284,283,75,2,999,0,,0,2022-05-18
285,284,189,2,999,0,,0,2022-05-28
286,285,55,2,999,0,,0,2022-05-11
287,286,935,3,999,0,,1,2022-05-31
288,287,56,2,999,0,,0,2022-05-25
289,288,5,2,999,0,,0,2022-05-15
290,289,225,2,999,0,,0,2022-05-23
291,290,125,2,999,0,,0,2022-05-7
292,291,286,2,999,0,,0,2022-05-9
293,292,206,2,999,0,,0,2022-05-15
294,293,164,2,999,0,,0,2022-05-16
295,294,98,2,999,0,,0,2022-05-5
296,295,446,2,999,0,,0,2022-05-3
297,296,742,2,999,0,,0,2022-05-31
298,297,120,2,999,0,,0,2022-05-6
299,298,122,3,999,0,,0,2022-05-13
300,299,362,4,999,0,,0,2022-05-25
301,300,357,2,999,0,,0,2022-05-19
302,301,200,2,999,0,,0,2022-05-27
303,302,107,2,999,0,,0,2022-05-5
304,303,267,2,999,0,,0,2022-05-13
305,304,248,2,999,0,,0,2022-05-22
306,305,215,2,999,0,,0,2022-05-8
307,306,209,2,999,0,,0,2022-05-22
308,307,205,2,999,0,,0,2022-05-15
309,308,261,3,999,0,,0,2022-05-9
310,309,83,2,999,0,,0,2022-05-20
311,310,106,3,999,0,,0,2022-05-13
312,311,106,2,999,0,,0,2022-05-27
313,312,108,2,999,0,,0,2022-05-28
314,313,214,2,999,0,,0,2022-05-17
315,314,358,2,999,0,,0,2022-05-9
316,315,453,2,999,0,,0,2022-05-7
317,316,364,2,999,0,,0,2022-05-13
318,317,136,2,999,0,,0,2022-05-19
319,318,173,2,999,0,,0,2022-05-20
320,319,241,2,999,0,,0,2022-05-7
321,320,224,3,999,0,,0,2022-05-22
322,321,148,2,999,0,,0,2022-05-31
323,322,230,2,999,0,,0,2022-05-10
324,323,199,3,999,0,,0,2022-05-15
325,324,196,2,999,0,,0,2022-05-10
326,325,111,4,999,0,,0,2022-05-23
327,326,231,3,999,0,,0,2022-05-1
328,327,316,3,999,0,,0,2022-05-16
329,328,240,2,999,0,,0,2022-05-27
330,329,669,3,999,0,,0,2022-05-21
331,330,425,2,999,0,,0,2022-05-31
332,331,121,2,999,0,,0,2022-05-9
333,332,174,5,999,0,,0,2022-05-30
334,333,88,5,999,0,,0,2022-05-7
335,334,313,3,999,0,,0,2022-05-1
336,335,135,4,999,0,,0,2022-05-28
337,336,152,2,999,0,,0,2022-05-27
338,337,402,3,999,0,,0,2022-05-29
339,338,221,2,999,0,,0,2022-05-19
340,339,213,2,999,0,,0,2022-05-10
341,340,144,3,999,0,,0,2022-05-5
342,341,158,3,999,0,,0,2022-05-11
343,342,220,3,999,0,,0,2022-05-22
344,343,325,2,999,0,,0,2022-05-26
345,344,254,2,999,0,,0,2022-05-2
346,345,503,2,999,0,,0,2022-05-24
347,346,680,2,999,0,,0,2022-05-26
348,347,421,4,999,0,,0,2022-05-25
349,348,130,3,999,0,,0,2022-05-23
350,349,164,2,999,0,,0,2022-05-3
351,350,174,3,999,0,,0,2022-05-6
352,351,113,2,999,0,,0,2022-05-1
353,352,195,2,999,0,,0,2022-05-22
354,353,347,3,999,0,,0,2022-05-1
355,354,208,2,999,0,,0,2022-05-20
356,355,404,4,999,0,,0,2022-05-7
357,356,396,2,999,0,,0,2022-05-2
358,357,98,2,999,0,,0,2022-05-21
359,358,229,3,999,0,,0,2022-05-28
360,359,350,2,999,0,,0,2022-05-27
361,360,88,3,999,0,,0,2022-05-16
362,361,379,2,999,0,,0,2022-05-30
363,362,168,3,999,0,,0,2022-05-8
364,363,190,3,999,0,,0,2022-05-22
365,364,158,1,999,0,,0,2022-05-24
366,365,210,1,999,0,,0,2022-05-5
367,366,102,1,999,0,,0,2022-05-24
368,367,306,1,999,0,,0,2022-05-8
369,368,64,1,999,0,,0,2022-05-26
370,369,218,1,999,0,,0,2022-05-12
371,370,77,1,999,0,,0,2022-05-2
372,371,54,1,999,0,,0,2022-05-4
373,372,344,1,999,0,,0,2022-05-1
374,373,195,1,999,0,,0,2022-05-16
375,374,202,1,999,0,,0,2022-05-16
376,375,286,1,999,0,,0,2022-05-21
377,376,278,1,999,0,,0,2022-05-11
378,377,189,1,999,0,,0,2022-05-1
379,378,83,1,999,0,,0,2022-05-28
380,379,18,1,999,0,,0,2022-05-26
381,380,184,2,999,0,,0,2022-05-18
382,381,235,1,999,0,,0,2022-05-13
383,382,290,1,999,0,,0,2022-05-21
384,383,133,1,999,0,,0,2022-05-24
385,384,318,1,999,0,,0,2022-05-8
386,385,437,1,999,0,,0,2022-05-7
387,386,402,1,999,0,,0,2022-05-13
388,387,501,4,999,0,,0,2022-05-31
389,388,1201,1,999,0,,1,2022-05-2
390,389,1030,1,999,0,,1,2022-05-10
391,390,253,1,999,0,,0,2022-05-3
392,391,149,1,999,0,,0,2022-05-29
393,392,144,1,999,0,,0,2022-05-10
394,393,69,1,999,0,,0,2022-05-24
395,394,243,1,999,0,,0,2022-05-23
396,395,769,2,999,0,,0,2022-05-6
397,396,135,3,999,0,,0,2022-05-3
398,397,231,1,999,0,,0,2022-05-4
399,398,442,2,999,0,,0,2022-05-17
400,399,199,1,999,0,,0,2022-05-5
401,400,455,1,999,0,,0,2022-05-22
402,401,152,1,999,0,,0,2022-05-21
403,402,124,1,999,0,,0,2022-05-23
404,403,424,1,999,0,,0,2022-05-19
405,404,43,1,999,0,,0,2022-05-16
406,405,154,1,999,0,,0,2022-05-4
407,406,393,1,999,0,,0,2022-05-26
408,407,203,2,999,0,,0,2022-05-3
409,408,140,2,999,0,,0,2022-05-23
410,409,326,1,999,0,,0,2022-05-30
411,410,483,1,999,0,,0,2022-05-3
412,411,259,1,999,0,,0,2022-05-12
413,412,227,1,999,0,,0,2022-05-1
414,413,673,1,999,0,,0,2022-05-1
415,414,576,1,999,0,,0,2022-05-23
416,415,180,2,999,0,,0,2022-05-24
417,416,90,1,999,0,,0,2022-05-18
418,417,505,1,999,0,,0,2022-05-22
419,418,245,1,999,0,,0,2022-05-3
420,419,186,1,999,0,,0,2022-05-23
421,420,208,1,999,0,,0,2022-05-5
422,421,623,1,999,0,,0,2022-05-30
423,422,180,1,999,0,,0,2022-05-8
424,423,496,3,999,0,,0,2022-05-11
425,424,118,1,999,0,,0,2022-05-20
426,425,102,2,999,0,,0,2022-05-16
427,426,342,1,999,0,,0,2022-05-9
428,427,225,1,999,0,,0,2022-05-1
429,428,185,3,999,0,,0,2022-05-3
430,429,276,1,999,0,,0,2022-05-12
431,430,87,1,999,0,,0,2022-05-29
432,431,744,1,999,0,,0,2022-05-13
433,432,262,1,999,0,,0,2022-05-22
434,433,271,1,999,0,,0,2022-05-25
435,434,141,1,999,0,,0,2022-05-26
436,435,198,2,999,0,,0,2022-05-5
437,436,150,1,999,0,,0,2022-05-13
438,437,241,1,999,0,,0,2022-05-22
439,438,196,1,999,0,,0,2022-05-18
440,439,149,1,999,0,,0,2022-05-18
441,440,264,1,999,0,,0,2022-05-11
442,441,246,1,999,0,,0,2022-05-22
443,442,309,2,999,0,,0,2022-05-27
444,443,140,1,999,0,,0,2022-05-20
445,444,175,1,999,0,,0,2022-05-13
446,445,136,1,999,0,,0,2022-05-7
447,446,1623,1,999,0,,1,2022-05-29
448,447,50,1,999,0,,0,2022-05-16
449,448,101,1,999,0,,0,2022-05-15
450,449,144,1,999,0,,0,2022-05-9
451,450,238,1,999,0,,0,2022-05-17
452,451,354,1,999,0,,0,2022-05-13
453,452,451,2,999,0,,0,2022-05-7
454,453,159,1,999,0,,0,2022-05-23
455,454,170,1,999,0,,0,2022-05-19
456,455,243,1,999,0,,0,2022-05-30
457,456,141,2,999,0,,0,2022-05-3
458,457,112,1,999,0,,0,2022-05-8
459,458,262,2,999,0,,0,2022-05-1
460,459,53,1,999,0,,0,2022-05-9
461,460,134,1,999,0,,0,2022-05-25
462,461,204,4,999,0,,0,2022-05-21
463,462,678,1,999,0,,0,2022-05-22
464,463,182,1,999,0,,0,2022-05-18
465,464,162,1,999,0,,0,2022-05-26
466,465,177,1,999,0,,0,2022-05-5
467,466,27,1,999,0,,0,2022-05-12
468,467,699,3,999,0,,0,2022-05-20
469,468,358,1,999,0,,0,2022-05-13
470,469,1677,1,999,0,,1,2022-05-18
471,470,529,1,999,0,,0,2022-05-10
472,471,310,1,999,0,,0,2022-05-4
473,472,47,1,999,0,,0,2022-05-11
474,473,379,1,999,0,,0,2022-05-16
475,474,30,2,999,0,,0,2022-05-30
476,475,472,1,999,0,,0,2022-05-22
477,476,113,1,999,0,,0,2022-05-6
478,477,114,1,999,0,,0,2022-05-27
479,478,116,1,999,0,,0,2022-05-3
480,479,448,1,999,0,,0,2022-05-23
481,480,264,1,999,0,,0,2022-05-5
482,481,169,1,999,0,,0,2022-05-16
483,482,145,1,999,0,,0,2022-05-4
484,483,288,1,999,0,,0,2022-05-24
485,484,381,1,999,0,,0,2022-05-31
486,485,176,2,999,0,,0,2022-05-30
487,486,215,1,999,0,,0,2022-05-2
488,487,278,1,999,0,,0,2022-05-6
489,488,188,2,999,0,,0,2022-05-2
490,489,174,2,999,0,,0,2022-05-6
491,490,226,2,999,0,,0,2022-05-18
492,491,111,2,999,0,,0,2022-05-17
493,492,157,2,999,0,,0,2022-05-10
494,493,46,1,999,0,,0,2022-05-28
495,494,49,1,999,0,,0,2022-05-29
496,495,374,1,999,0,,0,2022-05-16
497,496,349,1,999,0,,0,2022-05-1
498,497,325,1,999,0,,0,2022-05-16
499,498,233,2,999,0,,0,2022-05-10
500,499,531,1,999,0,,0,2022-05-2
501,500,153,1,999,0,,0,2022-05-19
502,501,80,1,999,0,,0,2022-05-4
503,502,198,1,999,0,,0,2022-05-25
504,503,568,1,999,0,,0,2022-05-8
505,504,918,1,999,0,,1,2022-05-31
506,505,82,1,999,0,,0,2022-05-10
507,506,198,3,999,0,,0,2022-05-10
508,507,211,1,999,0,,0,2022-05-11
509,508,120,1,999,0,,0,2022-05-12
510,509,269,1,999,0,,0,2022-05-25
511,510,128,1,999,0,,0,2022-05-9
512,511,166,2,999,0,,0,2022-05-17
513,512,211,1,999,0,,0,2022-05-19
514,513,369,1,999,0,,0,2022-05-11
515,514,91,1,999,0,,0,2022-05-21
516,515,267,2,999,0,,0,2022-05-4
517,516,198,1,999,0,,0,2022-05-28
518,517,371,2,999,0,,0,2022-05-8
519,518,288,2,999,0,,0,2022-05-11
520,519,221,1,999,0,,0,2022-05-8
521,520,427,1,999,0,,0,2022-05-1
522,521,310,1,999,0,,0,2022-05-23
523,522,158,1,999,0,,0,2022-05-4
524,523,198,1,999,0,,0,2022-05-19
525,524,145,1,999,0,,0,2022-05-2
526,525,247,1,999,0,,0,2022-05-4
527,526,102,1,999,0,,0,2022-05-7
528,527,179,2,999,0,,0,2022-05-6
529,528,73,1,999,0,,0,2022-05-16
530,529,263,2,999,0,,0,2022-05-22
531,530,342,2,999,0,,0,2022-05-7
532,531,41,1,999,0,,0,2022-05-25
533,532,13,1,999,0,,0,2022-05-16
534,533,79,2,999,0,,0,2022-05-3
535,534,358,1,999,0,,0,2022-05-29
536,535,162,1,999,0,,0,2022-05-20
537,536,150,1,999,0,,0,2022-05-30
538,537,26,1,999,0,,0,2022-05-23
539,538,250,1,999,0,,0,2022-05-29
540,539,792,1,999,0,,0,2022-05-9
541,540,146,1,999,0,,0,2022-05-23
542,541,440,1,999,0,,0,2022-05-26
543,542,289,1,999,0,,0,2022-05-18
544,543,242,2,999,0,,0,2022-05-29
545,544,123,1,999,0,,0,2022-05-25
546,545,161,2,999,0,,0,2022-05-1
547,546,268,2,999,0,,0,2022-05-28
548,547,259,2,999,0,,0,2022-05-3
549,548,26,1,999,0,,0,2022-05-25
550,549,153,1,999,0,,0,2022-05-3
551,550,424,2,999,0,,0,2022-05-4
552,551,375,1,999,0,,0,2022-05-22
553,552,179,2,999,0,,0,2022-05-11
554,553,383,1,999,0,,0,2022-05-14
555,554,440,1,999,0,,0,2022-05-25
556,555,195,1,999,0,,0,2022-05-13
557,556,1297,3,999,0,,1,2022-05-2
558,557,217,1,999,0,,0,2022-05-12
559,558,87,1,999,0,,0,2022-05-19
560,559,427,1,999,0,,0,2022-05-21
561,560,189,1,999,0,,0,2022-05-18
562,561,502,1,999,0,,0,2022-05-22
563,562,260,1,999,0,,0,2022-05-27
564,563,209,1,999,0,,0,2022-05-6
565,564,179,1,999,0,,0,2022-05-12
566,565,179,1,999,0,,0,2022-05-16
567,566,69,1,999,0,,0,2022-05-23
568,567,105,2,999,0,,0,2022-05-14
569,568,266,3,999,0,,0,2022-05-29
570,569,87,2,999,0,,0,2022-05-21
571,570,524,2,999,0,,0,2022-05-22
572,571,155,2,999,0,,0,2022-05-17
573,572,162,2,999,0,,0,2022-05-25
574,573,316,4,999,0,,0,2022-05-27
575,574,352,2,999,0,,0,2022-05-24
576,575,695,3,999,0,,0,2022-05-30
577,576,76,4,999,0,,0,2022-05-31
578,577,535,2,999,0,,0,2022-05-12
579,578,310,2,999,0,,0,2022-05-8
580,579,390,3,999,0,,0,2022-05-2
581,580,369,1,999,0,,0,2022-05-13
582,581,112,2,999,0,,0,2022-05-2
583,582,79,1,999,0,,0,2022-05-13
584,583,140,2,999,0,,0,2022-05-28
585,584,315,1,999,0,,0,2022-05-18
586,585,262,2,999,0,,0,2022-05-7
587,586,174,2,999,0,,0,2022-05-6
588,587,424,2,999,0,,0,2022-05-10
589,588,135,1,999,0,,0,2022-05-6
590,589,36,5,999,0,,0,2022-05-9
591,590,1906,3,999,0,,0,2022-05-15
592,591,219,2,999,0,,0,2022-05-6
593,592,135,1,999,0,,0,2022-05-20
594,593,147,2,999,0,,0,2022-05-26
595,594,407,2,999,0,,0,2022-05-23
596,595,402,4,999,0,,0,2022-05-14
597,596,209,1,999,0,,0,2022-05-30
598,597,92,2,999,0,,0,2022-05-11
599,598,208,1,999,0,,0,2022-05-7
600,599,193,1,999,0,,0,2022-05-27
601,600,65,1,999,0,,0,2022-05-31
602,601,284,2,999,0,,0,2022-05-10
603,602,285,1,999,0,,0,2022-05-25
604,603,231,1,999,0,,0,2022-05-14
605,604,278,1,999,0,,0,2022-05-7
606,605,389,1,999,0,,0,2022-05-22
607,606,158,1,999,0,,0,2022-05-23
608,607,78,2,999,0,,0,2022-05-6
609,608,258,5,999,0,,0,2022-05-22
610,609,87,1,999,0,,0,2022-05-18
611,610,147,2,999,0,,0,2022-05-27
612,611,635,1,999,0,,0,2022-05-1
613,612,289,1,999,0,,0,2022-05-22
614,613,170,3,999,0,,0,2022-05-31
615,614,802,1,999,0,,0,2022-05-20
616,615,381,2,999,0,,0,2022-05-13
617,616,218,4,999,0,,0,2022-05-31
618,617,57,2,999,0,,0,2022-05-1
619,618,304,2,999,0,,0,2022-05-6
620,619,241,3,999,0,,0,2022-05-11
621,620,230,1,999,0,,0,2022-05-1
622,621,79,4,999,0,,0,2022-05-11
623,622,262,3,999,0,,0,2022-05-4
624,623,392,2,999,0,,0,2022-05-7
625,624,201,2,999,0,,0,2022-05-27
626,625,145,1,999,0,,0,2022-05-6
627,626,252,1,999,0,,0,2022-05-1
628,627,329,1,999,0,,0,2022-05-18
629,628,328,2,999,0,,0,2022-05-22
630,629,191,2,999,0,,0,2022-05-16
